index,having_IPhaving_IP_Address,URLURL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
946-1,0,0,1,1,1,0,-1,0,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,0
9463,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
9464,1,0,1,1,1,0,1,0,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,0,0,0,-1,1,0
9465,0,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9466,0,0,1,1,1,0,-1,0,0,1,1,0,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9467,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9468,1,0,1,1,1,0,0,0,0,1,1,1,0,-1,0,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,0
9469,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
947-1,0,1,1,1,1,0,0,-1,0,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,0,1,0,1,1,0
9471,0,0,1,1,1,0,-1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,0
947-1,0,0,1,1,1,0,1,1,1,1,1,1,0,-1,0,1,1,1,-1,1,1,1,1,0,1,-1,0,1,1,1,1
9473,1,0,1,1,1,0,1,1,0,1,1,1,0,-1,0,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
9474,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
9475,0,0,1,1,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9476,1,0,1,1,1,0,0,0,0,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9477,0,0,1,1,1,0,1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9478,1,0,1,1,1,0,1,1,0,1,1,1,0,-1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9479,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
948-1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,0
9481,0,1,1,1,1,0,0,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,0
948-1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,0
9483,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9484,0,0,1,1,1,0,0,-1,1,1,1,1,0,0,1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,0
9485,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0
9486,1,0,1,1,1,0,1,0,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,1,1
9487,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1
9488,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,-1,1,1,0,1,1,1,0,0,1,-1,1,1
9489,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
949-1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
9491,1,0,1,1,1,0,1,0,0,1,1,1,1,0,-1,-1,0,1,-1,1,1,1,1,1,1,1,0,1,0,1,0
949-1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
9493,0,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
9494,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9495,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
9496,0,0,1,1,1,0,1,1,1,1,1,0,0,-1,1,-1,0,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
9497,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,1
9498,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0
9499,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,0,1,0,1,1,-1,1,1
95-1-1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,-1,0,1,-1,1,0
95-11,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,1,1
95-1-1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
95-13,1,0,1,1,1,1,1,1,0,1,1,0,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
95-14,1,0,1,0,1,0,0,0,1,0,0,1,0,-1,-1,-1,0,1,-1,1,1,0,1,1,1,1,0,0,-1,1,0
95-15,0,0,1,1,1,0,1,0,1,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0
95-16,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
95-17,1,0,1,1,1,1,-1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
95-18,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
95-19,1,0,1,1,1,0,1,0,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,1
951-1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
9511,0,0,1,1,1,0,0,-1,1,1,1,1,0,-1,0,-1,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,0
951-1,0,1,1,1,0,0,1,1,0,0,1,0,1,-1,1,0,1,1,-1,0,1,0,1,1,1,0,1,1,-1,1,1
9513,0,0,1,1,1,0,0,0,0,1,1,1,0,0,-1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9514,1,0,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9515,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,0,1,1
9516,0,0,1,1,1,0,1,0,1,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0
9517,0,0,1,0,1,0,1,-1,1,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,1,1,-1,0,0,1,1,0
9518,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,1
9519,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
95-1-1,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
95-11,1,0,1,1,1,0,1,0,1,1,1,1,0,-1,1,-1,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
95-1-1,0,0,1,0,1,0,1,-1,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,1,1,-1,0,1,1,1,0
95-13,0,0,1,1,1,0,1,0,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0
95-14,0,0,1,1,1,0,0,1,0,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
95-15,0,0,1,0,1,0,0,0,0,0,0,1,1,0,-1,0,0,1,-1,0,1,0,0,1,1,-1,0,0,-1,1,0
95-16,0,0,1,1,1,0,-1,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
95-17,0,0,1,1,1,0,0,-1,0,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,1,1,1,-1,0,0,1,1,0
95-18,0,0,1,0,1,0,-1,0,0,0,0,1,1,-1,0,0,0,1,-1,1,1,0,1,1,1,1,0,0,-1,1,0
95-19,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,-1,1,1,0,1,1,1,-1,0,0,-1,1,0
953-1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,-1,0,0,1,-1,0,0,0,0,1,1,1,0,0,-1,1,0
9531,0,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,0,0,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
953-1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,1
9533,0,1,1,1,1,0,1,1,1,0,1,1,0,-1,-1,0,1,1,-1,0,1,0,1,1,1,1,1,0,-1,1,1
9534,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9535,1,0,1,0,1,0,1,1,0,0,0,1,1,-1,1,1,0,0,-1,0,1,0,1,1,1,1,0,1,-1,1,1
9536,0,1,1,1,1,0,1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,1,1,1
9537,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
9538,0,0,1,1,1,0,0,-1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,0,1,1,0
9539,0,1,1,1,1,0,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,0,1,1,-1,1,1
954-1,0,1,1,1,1,0,-1,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,1,1,0,-1,1,0
9541,0,0,1,1,1,0,1,1,0,0,0,1,0,1,-1,0,0,1,-1,1,1,0,0,1,1,1,0,1,-1,1,1
954-1,0,0,1,1,1,0,0,0,1,1,1,1,0,-1,0,1,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,0
9543,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
9544,0,0,0,1,0,0,1,1,0,1,1,0,1,-1,-1,0,1,0,1,1,1,1,1,1,0,-1,0,1,1,1,1
9545,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,-1,0,0,-1,1,0
9546,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
9547,0,0,1,1,1,0,1,0,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9548,0,0,1,0,1,0,-1,0,1,0,0,1,0,0,-1,0,0,1,-1,0,1,0,0,1,1,-1,0,0,1,1,0
9549,1,0,1,0,1,0,1,1,0,0,0,1,1,-1,0,-1,0,1,-1,1,0,0,0,1,1,1,0,1,-1,1,1
955-1,1,0,1,1,1,1,-1,1,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9551,1,0,1,1,1,0,0,-1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
955-1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,-1,0,1,0,1,1,1,1,1,1,0,-1,0,1,1,1,1
9553,1,0,1,1,1,0,-1,1,1,0,1,1,0,1,-1,0,1,1,-1,1,1,0,1,1,1,0,0,1,-1,1,1
9554,1,0,1,1,1,0,1,0,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
9555,0,0,1,1,1,0,1,1,0,1,1,1,0,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,1
9556,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9557,1,0,1,1,1,0,0,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9558,0,0,1,1,0,0,1,0,1,1,1,0,0,-1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
9559,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,-1,0,0,0,0,1,1,0,0,1,1,1,1
956-1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,-1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0
9561,1,0,1,1,1,0,1,0,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
956-1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,-1,0,1,0,1,1,1,1,0,1,1,1,0
9563,0,0,1,1,1,0,0,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,0,0
9564,1,0,1,1,1,0,1,1,0,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9565,1,0,1,1,1,0,0,1,0,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,1
9566,1,0,1,1,1,0,-1,0,0,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9567,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
9568,1,0,1,1,1,0,-1,0,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9569,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,1
957-1,0,0,1,1,1,0,-1,0,1,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
9571,1,0,1,0,1,1,1,1,0,0,0,1,0,1,-1,0,0,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
957-1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9573,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,1
9574,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,0,1,-1,1,1,1,1,1,1,-1,0,1,0,1,1
9575,1,0,1,1,1,0,-1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,1
9576,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,1,1
9577,0,0,1,1,1,0,1,1,0,1,1,1,0,-1,1,1,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
9578,0,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1
9579,1,0,1,1,1,0,1,1,0,1,1,1,0,-1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
958-1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,0
9581,0,1,1,0,1,0,0,0,0,0,0,1,1,0,-1,0,0,1,-1,1,1,0,1,1,1,1,1,1,1,1,0
958-1,1,0,1,1,1,0,-1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9583,1,0,1,1,1,0,1,1,0,0,1,1,1,-1,0,0,1,1,-1,1,1,0,1,1,1,1,0,1,-1,1,1
9584,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,0,1
9585,0,1,0,0,0,0,1,1,0,1,1,0,1,-1,-1,0,1,0,1,1,1,1,1,1,0,-1,1,1,1,1,1
9586,1,0,1,1,1,1,0,1,1,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
9587,0,0,1,1,1,0,1,0,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
9588,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9589,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
959-1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,-1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0
9591,0,0,1,0,1,0,1,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,0,0,0,0,1,-1,0,1,1,1,1
959-1,0,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9593,1,0,1,1,1,0,-1,1,0,1,1,0,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,1
9594,0,0,1,1,1,0,1,1,0,1,1,1,0,-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,0,1,1,1
9595,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
9596,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0
9597,0,0,1,1,1,0,-1,0,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0
9598,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0
9599,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,0,1
96-1-1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
96-11,0,0,1,1,1,0,0,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
96-1-1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,-1,0,1,0,1,1,1,1,0,0,-1,1,1
96-13,0,0,1,1,1,0,-1,0,0,0,1,1,1,-1,-1,1,1,1,-1,1,1,0,1,1,1,1,0,1,1,1,0
96-14,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
96-15,0,1,0,1,0,0,-1,0,0,1,1,0,1,-1,-1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
96-16,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
96-17,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,0,1
96-18,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
96-19,0,0,0,1,0,0,1,1,0,1,1,0,1,-1,-1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
961-1,0,0,1,0,1,0,0,-1,0,0,0,1,1,0,0,0,0,1,-1,0,1,0,1,1,1,-1,0,1,1,1,0
9611,0,0,0,1,1,0,1,1,1,1,1,0,0,-1,0,-1,0,1,-1,1,1,1,1,1,0,0,0,1,1,1,1
961-1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
9613,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
9614,0,0,1,1,1,0,0,0,0,1,1,1,1,-1,0,0,0,1,-1,1,1,1,1,1,1,1,0,1,0,1,0
9615,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,1
9616,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9617,1,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1
9618,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9619,1,1,1,1,1,0,0,-1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,0
96-1-1,0,0,0,0,0,1,1,1,0,1,1,0,1,-1,-1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
96-11,0,0,1,1,1,1,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1
96-1-1,1,0,1,1,1,0,-1,0,0,1,1,1,0,0,-1,0,1,1,-1,1,1,0,1,1,1,-1,0,1,1,1,0
96-13,1,0,1,1,1,0,1,0,1,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
96-14,0,0,1,1,1,0,-1,0,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,0
96-15,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,-1,0,1,1,1,1
96-16,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,0,1
96-17,0,0,0,1,1,0,0,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,0,0
96-18,1,1,1,1,1,0,0,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,0
96-19,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
963-1,0,0,1,1,1,0,-1,0,0,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,0
9631,0,1,1,1,1,0,1,1,0,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
963-1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,-1,-1,0,1,-1,1,1,1,1,1,1,1,0,1,0,1,0
9633,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0
9634,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1,0,0,0,0,1,1,1,0,1,-1,1,0
9635,1,0,1,0,1,0,1,1,0,0,0,1,1,1,-1,0,0,1,-1,0,0,0,0,0,1,-1,0,1,1,1,1
9636,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1
9637,1,0,1,1,1,0,1,1,1,1,1,1,0,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9638,0,0,1,1,1,0,1,1,1,1,1,1,0,-1,1,-1,1,1,-1,1,1,1,1,0,1,-1,0,1,1,1,1
9639,0,0,1,1,1,0,1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,1
964-1,1,0,1,1,1,0,1,0,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
9641,1,0,1,1,1,0,1,1,0,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
964-1,0,0,1,1,1,0,-1,1,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,1,0
9643,1,1,1,1,1,1,-1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
9644,1,0,1,1,1,0,-1,-1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
9645,1,0,1,1,1,0,-1,1,1,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
9646,0,0,1,1,1,0,1,0,0,1,1,0,0,1,-1,-1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
9647,1,0,0,1,0,0,1,1,0,1,1,0,1,1,-1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
9648,1,0,1,0,1,0,1,1,0,1,1,1,1,1,-1,1,0,0,-1,1,1,1,1,1,1,1,0,0,-1,1,1
9649,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,0,1
965-1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,-1,0,1,0,1,0,1,1,0,1,1,1,1
9651,1,0,1,1,1,0,0,-1,1,1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
965-1,1,0,1,1,1,0,-1,0,0,1,1,1,1,0,0,-1,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,1,0
9653,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
9654,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,0,1,1,0
9655,1,1,1,1,1,0,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,0,1,1,-1,1,1
9656,1,0,1,1,1,0,0,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
9657,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9658,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
9659,0,0,0,1,0,0,1,1,0,1,1,0,1,-1,-1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
966-1,1,0,1,0,1,0,-1,0,0,0,0,1,0,0,-1,0,0,1,-1,1,1,0,0,1,1,-1,0,1,-1,1,0
9661,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,-1,1,1,0,1,1,1,0,0,1,1,1,1
